0,14560.006
1,95444.29
2,86303.125
3,52987.645
4,39802.14
5,7868.3374
6,66670.945
7,62464.176
8,24586.803
9,22968.04
10,88645.234
11,105982.32
12,48442.043
13,29836.055
14,53522.977
15,32502.447
16,27391.604
17,47321.2
18,62389.234
19,73424.0
20,72048.21
21,23858.746
22,45875.125
23,32035.193
24,29319.26
25,24224.861
26,37266.33
27,99616.984
28,18576.66
29,31413.062
30,71883.98
31,31239.393
32,53467.977
33,251472.9
34,66339.44
35,70375.67
36,12476.419
37,41653.953
38,104400.16
39,79896.14
40,185552.36
41,26208.447
42,70272.04
43,148353.83
44,10218.617
45,37755.4
46,76894.52
47,65808.94
48,40493.04
49,20749.914
50,22526.771
51,34242.008
52,32425.586
53,82380.27
54,32200.893
55,19404.441
56,44543.844
57,92587.12
58,65660.65
59,105589.0
60,41629.71
61,61205.92
62,28192.088
63,54357.016
64,48929.918
65,22860.023
66,38133.707
67,27332.889
68,55328.32
69,26997.908
70,44776.723
71,42639.035
72,62980.977
73,49677.56
74,3564.3506
75,175593.34
76,84588.79
77,64608.996
78,59989.027
79,127310.32
80,68081.92
81,130043.01
82,25256.947
83,38378.234
84,26551.08
85,23422.814
86,139346.92
87,20299.22
88,81119.57
89,5335.1074
90,49780.918
91,22797.666
92,52281.145
93,33662.418
94,36673.508
95,61091.273
96,44125.14
97,27700.215
98,10025.522
99,245168.4
100,211225.64
101,154366.34
102,58650.95
103,17518.955
104,29946.07
105,107141.73
106,50170.867
107,38219.773
108,133864.23
109,124035.65
110,66795.734
111,43069.01
112,28128.838
113,42278.863
114,51306.35
115,8554.939
116,74276.59
117,58494.926
118,50248.05
119,26565.668
120,46696.688
121,43377.734
122,66037.35
123,17745.459
124,11106.591
125,40708.113
126,53466.203
127,58388.66
128,70356.42
129,154006.88
130,50850.21
131,53369.297
132,12946.368
133,117739.26
134,18020.584
135,38389.785
136,170659.08
137,227481.22
138,195799.92
139,28824.232
140,18637.928
141,50814.125
142,31138.701
143,4400.73
144,152174.3
145,1846.8303
146,158042.16
147,45377.03
148,2585.282
149,640.1948
150,122552.64
151,188654.8
152,48828.664
153,25318.846
154,53246.113
155,45187.895
156,37990.438
157,51463.74
158,5706.752
159,20283.498
160,261357.56
161,87393.66
162,49360.746
163,8940.343
164,50199.695
165,72008.18
166,23603.545
167,75243.984
168,46342.48
169,62536.164
170,148695.5
171,105315.805
172,163943.44
173,63393.324
174,176417.28
175,11766.796
176,87487.91
177,31163.867
178,9637.891
179,160773.84
180,84443.36
181,5772.66
182,23345.256
183,14821.026
184,76036.12
185,16191.981
186,26861.818
187,79034.27
188,33307.547
189,38153.145
190,61774.98
191,9707.344
192,120279.57
193,134369.66
194,156897.0
195,50104.664
196,60325.805
197,13188.294
198,45951.168
199,135980.12
200,54818.008
201,12741.915
202,42537.38
203,76400.71
204,10605.887
205,4231.596
206,22259.607
207,93754.69
208,6610.5
209,16901.049
210,71658.08
211,49984.203
212,50569.555
213,4697.5566
214,9709.343
215,57373.816
216,32018.45
217,120332.336
218,37274.75
219,121923.234
220,14462.286
221,53576.15
222,31578.438
223,47789.336
224,22001.621
225,65364.766
226,60546.55
227,28829.701
228,109578.266
229,71909.35
230,93469.27
231,18792.555
232,43006.2
233,3030.2822
234,53908.348
235,45280.72
236,45452.8
237,33476.13
238,24698.629
239,36052.43
240,92327.08
241,71738.88
242,17075.879
243,95323.18
244,32479.53
245,58337.855
246,56316.902
247,42562.88
248,39846.812
249,65320.676
250,31020.494
251,185830.33
252,204161.6
253,50008.46
254,43082.04
255,46953.11
256,113132.82
257,62988.406
258,39284.906
259,44967.69
260,13587.563
261,50448.438
262,104314.79
263,32900.71
264,47255.418
265,182850.12
266,28874.498
267,109992.555
268,54166.58
269,59809.61
270,22518.078
271,62513.36
272,50435.824
273,193431.2
274,29389.076
275,64704.867
276,70065.54
277,43259.07
278,69853.266
279,47808.293
280,47124.438
281,27382.797
282,11743.48
283,62941.992
284,66329.17
285,153285.75
286,4722.0264
287,6305.524
288,65575.914
289,40413.68
290,52494.67
291,110980.87
292,4528.152
293,24134.633
294,89983.12
295,117219.36
296,81101.59
297,51346.69
298,5458.096
299,103210.055
300,4245.7427
301,46881.832
302,64202.68
303,47047.91
304,4843.4795
305,11346.146
306,74454.44
307,90076.15
308,133654.64
309,76952.77
310,45128.312
311,41699.09
312,54232.906
313,32277.979
314,38597.707
315,54408.863
316,45087.566
317,36178.848
318,30782.89
319,28691.139
320,36364.957
321,45938.707
322,134616.4
323,82518.06
324,219126.02
325,97278.6
326,42908.703
327,3849.516
328,34564.49
329,43523.6
330,24404.139
331,26170.7
332,42631.1
333,6559.123
334,139708.83
335,25071.691
336,82738.59
337,79450.91
338,17154.414
339,22593.332
340,63070.504
341,6931.065
342,86499.89
343,59481.473
344,15333.473
345,56519.684
346,115051.6
347,30500.914
348,9175.963
349,17278.795
350,32088.332
351,249053.2
352,57163.145
353,50123.414
354,28160.084
355,61152.5
356,167801.97
357,6391.8306
358,10758.961
359,52419.363
360,55721.2
361,100344.55
362,4209.87
363,54681.383
364,15225.13
365,14413.584
366,47017.01
367,16458.164
368,159095.23
369,9173.758
370,41659.11
371,46983.125
372,55419.875
373,27086.459
374,97764.0
375,41515.61
376,55620.14
377,127859.94
378,151882.9
379,53834.03
380,48051.797
381,32168.459
382,73861.77
383,7601.894
384,154283.23
385,19954.533
386,10608.635
387,74336.77
388,50305.64
389,5014.845
390,19345.832
391,68845.61
392,91976.39
393,10815.747
394,90100.05
395,72810.21
396,7780.7417
397,118375.76
398,9013.991
399,62838.68
400,39466.83
401,43107.086
402,16477.518
403,48197.863
404,56155.742
405,66977.59
406,25690.807
407,54876.21
408,207937.25
409,63103.402
410,21724.145
411,44817.332
412,52928.848
413,159000.62
414,4270.6577
415,33254.24
416,33859.766
417,60172.297
418,129373.16
419,42645.027
420,63804.023
421,96364.445
422,54618.44
423,34020.42
424,40860.797
425,30139.076
426,65816.04
427,84392.875
428,69078.74
429,29962.582
430,30369.662
431,22357.152
432,217163.66
433,133704.4
434,41353.145
435,21216.32
436,147384.22
437,52208.695
438,156330.5
439,12232.063
440,14731.524
441,77521.3
442,9036.602
443,84808.43
444,73346.28
445,40208.77
446,45429.24
447,55346.55
448,4059.5994
449,32196.85
450,34913.055
451,13541.654
452,93221.3
453,209642.84
454,37520.613
455,111689.66
456,11889.514
457,115670.09
458,139851.2
459,7146.1973
460,180170.42
461,74917.76
462,137612.7
463,115304.69
464,34227.0
465,24428.688
466,128094.33
467,63514.293
468,7180.542
469,10134.617
470,61970.652
471,43051.28
472,56146.58
473,4480.6025
474,81436.37
475,62508.812
476,61895.84
477,50254.164
478,38841.49
